Wavl[A],Elm,Ion,Elow[eV],UnBrCalDep
5876.28,Fe,1,4.301,0.08
5877.43,Co,1,4.395,0.023
5877.61,Ca,1,3.91,0.029
5877.66,Ti,1,3.319,0.07
5877.79,Fe,1,4.1777,0.214
5879.49,Fe,1,4.607,0.16
5879.86,Fe,1,4.988,0.042
5880.03,Fe,1,4.5585,0.174
5880.27,Ti,1,1.053,0.111
5880.63,La,2,0.235,0.029
5881.2,Fe,1,5.01,0.064
5881.28,Fe,1,4.607,0.205
5881.75,Fe,1,2.176,0.038
5883.81,Fe,1,3.9597,0.648
5884.43,Cr,1,3.013,0.021
5885.04,Cr,1,3.85,0.027
5885.05,Fe,1,4.988,0.211
5887.47,Fe,1,4.559,0.067
5888.57,Ti,1,3.337,0.083
5888.89,Ti,2,1.582,0.043
5889.95,Na,1,0,0.897
5890,Sc,2,1.357,0.021
5890.49,Co,1,2.042,0.126
5891.18,Fe,1,4.652,0.289
5891.88,Fe,1,4.593,0.025
5892.47,Fe,1,4.638,0.077
5892.69,Fe,1,4.256,0.16
5892.74,Ni,1,4.154,0.16
5892.8,Fe,1,2.198,0.273
5892.87,Ni,1,1.9859,0.679
5893.23,Fe,1,4.218,0.067
5895.16,Fe,1,3.547,0.022
5895.92,Na,1,0,0.885
5896.33,Co,1,2.008,0.045
5897.54,V,2,2.491,0.063
5898,Si,1,5.614,0.043
5898.22,Fe,1,4.733,0.174
5899.06,Fe,1,3.547,0.069
5899.3,Ti,1,1.0529,0.436
5901.53,Fe,1,4.22,0.144
5902.12,Si,1,5.616,0.031
5902.47,Fe,1,4.5931,0.215
5903.32,Ti,1,1.067,0.074
5905.45,Fe,1,4.988,0.025
5905.67,Fe,1,4.652,0.589
5906.49,Ni,1,4.167,0.072
5907.86,Fe,1,3.695,0.046
5908.23,Cr,1,3.013,0.039
5909.84,Fe,1,5.033,0.037
5909.97,Fe,1,3.211,0.474
5910.05,Ti,2,1.566,0.152
5911.97,Si,1,5.619,0.247
5912.69,Fe,1,1.557,0.054
5914.11,Fe,1,4.608,0.658
5914.2,Fe,1,4.608,0.688
5915.49,Si,1,5.954,0.165
5915.55,Co,1,2.137,0.147
5916.25,Fe,1,2.4534,0.623
5916.35,V,2,2.557,0.029
5916.48,Fe,1,4.58,0.028
5916.55,Fe,1,4.191,0.043
5916.76,Cr,1,3.144,0.024
5918.54,Ti,1,1.0665,0.211
5918.93,Fe,1,4.256,0.1
5920.17,Fe,1,5.01,0.025
5921.26,Fe,1,4.652,0.236
5922.11,Ti,1,1.046,0.284
5922.37,Co,1,1.956,0.132
5923.75,Fe,1,4.584,0.145
5923.93,Ni,1,4.165,0.146
5926.77,Fe,1,4.991,0.035
5927.64,Ca,1,3.91,0.027
5927.79,Fe,1,4.652,0.506
5928.32,Fe,1,4.256,0.031
5928.86,V,2,2.522,0.103
5929.67,Fe,1,4.548,0.471
5930.17,Fe,1,4.652,0.669
5931.2,Fe,1,5.064,0.041
5932.06,Fe,2,3.199,0.03
5933.72,Si,1,5.616,0.025
5933.79,Fe,1,4.638,0.094
5934.65,Fe,1,3.9286,0.673
5935.02,Cr,1,4.616,0.037
5935.13,Fe,1,4.58,0.029
5935.26,Si,1,5.964,0.025
5935.38,Co,1,1.883,0.066
5936.21,La,2,0.173,0.023
5936.94,Fe,1,4.988,0.034
5937.16,Fe,1,4.956,0.186
5937.81,Ti,1,1.067,0.155
5940.36,Fe,1,5.01,0.042
5940.65,Ti,1,0.048,0.024
5940.99,Fe,1,4.178,0.293
5941.75,Ti,1,1.0529,0.218
5942.15,Fe,1,4.988,0.04
5942.62,Fe,1,4.283,0.055
5942.71,Fe,1,4.58,0.152
5943.07,Si,1,5.964,0.082
5943.37,Si,1,5.863,0.028
5943.58,Fe,1,2.198,0.209
5944.42,Si,1,5.964,0.069
5946.48,Co,1,3.665,0.05
5947.51,Fe,1,4.607,0.064
5947.61,Fe,1,4.58,0.029
5948.54,Si,1,5.0824,0.584
5948.55,Fe,1,4.593,0.03
5949.28,Fe,1,0.915,0.173
5949.35,Fe,1,4.608,0.521
5950.09,Si,1,5.863,0.102
5951.44,V,2,2.499,0.024
5952.51,Fe,2,5.956,0.047
5952.72,Fe,1,3.984,0.625
5952.89,Fe,1,4.22,0.068
5953.16,Ti,1,1.887,0.441
5955.1,Fe,1,4.584,0.023
5955.56,Cr,1,3.013,0.022
5955.68,Fe,1,4.26,0.021
5956.69,Fe,1,0.859,0.668
5957.86,Fe,1,4.178,0.029
5958.23,Fe,1,4.559,0.027
5958.33,Fe,1,2.176,0.23
5959.43,Si,1,5.954,0.083
5959.91,Fe,1,4.143,0.061
5960.36,Fe,1,5.086,0.021
5961.21,S,1,8.046,0.036
5961.92,Fe,1,4.22,0.034
5963.06,Fe,1,3.642,0.023
5963.24,Fe,1,2.223,0.092
5965.83,Ti,1,1.8792,0.375
5965.99,Fe,1,4.956,0.188
5966.98,Fe,1,4.076,0.047
5969.56,Fe,1,4.283,0.067
5972.58,Si,1,5.954,0.271
5973.36,Si,1,5.863,0.026
5973.47,Fe,1,5.086,0.031
5973.88,Mn,1,3.772,0.029
5975.35,Fe,1,4.076,0.185
5975.35,Fe,1,4.835,0.551
5975.82,Ce,2,1.327,0.027
5976.16,Fe,1,4.294,0.023
5976.44,Fe,1,4.178,0.181
5976.78,Fe,1,3.943,0.632
5978.33,Fe,1,5.02,0.025
5978.54,Ti,1,1.8732,0.335
5978.89,Fe,1,4.988,0.123
5978.93,Si,2,10.074,0.032
5982.31,Fe,1,4.913,0.234
5982.87,Cr,1,3.168,0.033
5983.68,Fe,1,4.549,0.632
5984.08,Co,1,1.74,0.025
5984.25,Co,1,4.395,0.063
5984.81,Fe,1,4.7331,0.664
5985.19,Fe,1,4.956,0.09
5986.09,Fe,1,4.796,0.031
5987.07,Fe,1,4.7955,0.624
5988.55,Ti,1,1.887,0.041
5988.56,Fe,1,5.067,0.062
5988.79,Si,1,5.964,0.235
5988.84,Si,1,5.964,0.447
5989.05,Th,2,0.189,0.031
5989.38,Nd,2,0.745,0.021
5990.99,Co,1,1.883,0.03
5991.26,Fe,1,5.064,0.035
5991.38,Fe,2,3.153,0.398
5991.8,Ca,1,6.046,0.023
5991.87,Co,1,2.08,0.214
5993,Fe,1,4.218,0.024
5994.26,Fe,1,4.301,0.062
5994.67,Ca,1,3.91,0.028
5995.66,Ti,1,3.062,0.025
5995.91,Fe,1,4.607,0.027
5995.94,Fe,1,5.01,0.176
5996,Ti,1,1.879,0.045
5996.49,Fe,1,4.283,0.062
5996.73,Ni,1,4.2357,0.27
5997.59,Ni,1,4.236,0.225
5997.68,Fe,1,5.064,0.062
5997.77,Fe,1,4.6076,0.519
5997.97,Si,1,5.954,0.062
5998.85,Ni,1,4.105,0.035
5998.94,Fe,1,3.634,0.023
5999.01,Ti,1,2.175,0.114
5999.17,Fe,1,4.22,0.194
5999.66,Ti,1,2.236,0.038
6000.66,Co,1,3.622,0.06
6002.08,Si,1,5.964,0.095
6002.62,V,1,1.051,0.042
6002.63,Ti,1,2.16,0.091
6003.01,Fe,1,3.8816,0.681
6004.05,Fe,1,4.256,0.108
6005.03,Co,1,1.71,0.025
6005.52,Fe,1,4.178,0.074
6005.54,Fe,1,2.5881,0.325
6006.35,Co,1,4.395,0.066
6007.31,Ni,1,1.676,0.406
6007.68,Co,1,4.504,0.065
6007.72,Fe,1,3.267,0.021
6007.96,Fe,1,4.652,0.609
6008.55,Fe,1,3.8836,0.688
6009.44,Fe,1,2.198,0.05
6010.68,C,1,8.64,0.025
6012.21,Fe,1,2.223,0.259
6012.22,C,1,8.64,0.022
6012.76,Fe,1,4.559,0.027
6012.77,Si,1,5.954,0.079
6013.16,C,1,8.647,0.073
6013.21,C,1,8.647,0.041
6013.51,Mn,1,3.072,0.649
6013.91,Fe,1,5.1,0.051
6014.37,Mn,1,4.332,0.032
6014.83,C,1,8.643,0.048
6015.24,Fe,1,2.223,0.077
6016.05,Fe,1,4.991,0.06
6016.21,Si,1,5.984,0.167
6016.44,C,1,8.643,0.032
6016.66,Fe,1,3.547,0.6
6016.67,Mn,1,3.073,0.654
6016.72,Si,1,5.954,0.09
6018.3,Fe,1,4.652,0.123
6018.4,Ti,1,2.154,0.073
6018.64,Ti,1,1.053,0.098
6019.36,Fe,1,3.573,0.078
6020.17,Fe,1,4.6076,0.685
6021.79,Fe,1,2.198,0.319
6021.8,Mn,1,3.075,0.686
6022.23,Si,1,5.863,0.118
6024.05,Fe,1,4.548,0.688
6025.75,Ni,1,4.236,0.07
6027.05,Fe,1,4.0759,0.638
6027.31,Fe,1,5.02,0.132
6027.71,Si,1,5.964,0.175
6027.72,Fe,1,4.991,0.061
6028.28,V,2,2.491,0.04
6028.95,V,2,2.557,0.038
6029.06,Fe,1,4.913,0.282
6029.22,Ni,1,4.236,0.036
6029.27,Cr,1,3.85,0.021
6029.87,Si,1,5.984,0.09
6031.08,V,2,2.522,0.021
6031.27,Nd,2,1.282,0.028
6032.67,Fe,1,4.22,0.024
6034.03,Fe,1,4.312,0.141
6034.9,Fe,1,5.033,0.039
6035.33,Fe,1,4.294,0.047
6036.66,Fe,1,3.267,0.023
6038.03,Fe,1,4.638,0.022
6038.55,Fe,1,5.07,0.032
6039.3,Ni,1,4.236,0.052
6039.66,Si,1,5.964,0.048
6039.72,V,1,1.064,0.239
6041.47,Fe,1,5.01,0.193
6041.75,Mn,1,3.763,0.029
6041.91,S,1,7.866,0.037
6041.94,S,1,7.866,0.031
6041.95,Fe,1,4.956,0.293
6042.23,Fe,1,4.652,0.075
6042.4,Si,1,5.964,0.288
6043.37,Ce,2,1.206,0.036
6045.47,Fe,2,6.209,0.023
6045.99,S,1,7.868,0.034
6046.03,S,1,7.868,0.064
6046.69,Si,1,5.954,0.427
6047.06,Fe,1,5.033,0.06
6047.47,Si,1,5.984,0.085
6047.52,Si,1,5.984,0.295
6047.63,Fe,1,5.033,0.162
6049.1,Co,1,4.504,0.064
6051,Fe,1,2.559,0.028
6051.82,Ce,2,0.232,0.027
6052.58,S,1,7.87,0.035
6052.67,S,1,7.87,0.098
6053.47,Cr,2,4.745,0.058
6053.68,Ni,1,4.236,0.276
6054.07,Fe,1,4.371,0.133
6055.09,Fe,1,5.086,0.048
6055.4,Fe,1,4.956,0.196
6055.94,Fe,1,5.07,0.036
6055.99,Fe,1,4.733,0.614
6057.13,Mn,1,4.345,0.025
6057.25,Fe,1,4.991,0.274
6057.53,Fe,1,4.988,0.093
6058.14,V,1,1.043,0.065
6058.73,Ti,1,1.067,0.189
6060.56,Fe,1,4.988,0.24
6060.81,Fe,1,4.22,0.034
6061.64,Fe,1,5.086,0.04
6062.67,Cr,1,3.195,0.044
6062.85,Fe,1,2.176,0.234
6062.94,Fe,1,4.988,0.162
6063.31,Fe,1,4.913,0.46
6064.63,Ti,1,1.046,0.144
6065.48,Fe,1,2.6085,0.775
6065.8,Fe,1,3.301,0.026
6067.62,Si,1,5.082,0.052
6070.65,Co,1,4.572,0.037
6071.75,Fe,1,5.064,0.047
6076.93,Si,1,5.964,0.093
6078.49,Fe,1,4.7955,0.637
6079,Fe,1,4.652,0.522
6080.02,Si,1,5.871,0.072
6081.44,V,1,1.051,0.269
6081.71,Fe,1,4.415,0.054
6081.83,Fe,1,4.143,0.069
6082.42,Co,1,3.514,0.18
6082.71,Fe,1,2.223,0.47
6082.9,Nd,2,1.282,0.026
6083.52,Mg,1,5.394,0.025
6083.66,Fe,1,3.884,0.032
6083.81,V,2,2.544,0.021
6084.11,Fe,2,3.199,0.277
6085.23,Ti,1,1.053,0.135
6085.26,Fe,1,2.7585,0.399
6086.28,Ni,1,4.266,0.51
6086.66,Co,1,3.409,0.081
6086.93,V,2,2.556,0.027
6087.16,Si,1,5.984,0.065
6087.69,Ca,1,3.91,0.03
6087.7,Si,1,5.871,0.05
6087.81,Si,1,5.871,0.152
6087.88,Fe,1,4.186,0.021
6090.21,V,1,1.081,0.495
6091.17,Ti,1,2.267,0.235
6091.72,Fe,1,4.607,0.066
6091.92,Si,1,5.871,0.258
6092.79,Ti,1,1.887,0.046
6093.14,Co,1,1.74,0.131
6093.64,Fe,1,4.6076,0.402
6094.36,Fe,1,4.652,0.271
6095.35,Ni,1,4.419,0.021
6096.65,Fe,1,5.1,0.034
6096.66,Fe,1,3.9841,0.453
6096.71,Si,1,5.984,0.064
6097.08,Fe,1,2.176,0.09
6097.27,Ca,1,2.521,0.083
6098.24,Fe,1,4.5585,0.219
6098.66,Ti,1,3.062,0.131
6100.12,Zr,2,1.756,0.036
6100.24,Fe,1,4.607,0.048
6100.27,Fe,1,4.559,0.115
6100.93,Si,1,5.964,0.071
6101.97,Fe,1,4.22,0.029
6102.17,Fe,1,4.608,0.075
6102.17,Fe,1,4.835,0.58
6102.44,Ca,1,2.523,0.077
6102.6,Fe,1,4.584,0.022
6102.72,Ca,1,1.879,0.737
6103.19,Fe,1,4.8349,0.566
6103.29,Fe,1,4.733,0.44
6103.5,Fe,2,6.217,0.033
6104.02,Si,1,5.954,0.086
6104.56,Fe,1,5.064,0.051
6104.78,Sm,2,1.798,0.027
6105.13,Fe,1,4.548,0.155
6105.52,Co,1,2.042,0.066
6105.76,Ni,1,4.236,0.052
6106.42,Si,1,5.614,0.066
6106.56,Zr,2,1.759,0.036
6106.61,Si,1,5.614,0.088
6107.1,Fe,1,4.256,0.021
6107.32,Fe,1,4.076,0.035
6107.92,Co,1,4.475,0.039
6108.06,Fe,1,4.956,0.092
6108.11,Ni,1,1.676,0.672
6111.07,Ni,1,4.088,0.418
6111.65,V,1,1.043,0.215
6112.23,Si,1,5.954,0.037
6112.93,Si,1,5.616,0.175
6113.12,Si,1,5.616,0.079
6113.32,Fe,2,3.221,0.144
6114.85,Zr,2,1.665,0.049
6116.06,Fe,2,3.23,0.05
6116.17,Ni,1,4.089,0.487
6116.18,Ni,1,4.266,0.366
6117,Co,1,1.785,0.109
6118.09,Ni,1,4.088,0.034
6119.42,Si,1,5.082,0.035
6119.52,V,1,1.064,0.383
6119.75,Ni,1,4.266,0.145
6120.25,Fe,1,0.915,0.081
6121,Ti,1,1.879,0.044
6122.22,Ca,1,1.8858,0.823
6122.63,Co,1,3.568,0.072
6123.49,Si,1,5.619,0.052
6124.32,Fe,1,5.07,0.056
6125.02,Si,1,5.614,0.296
6126.22,Ti,1,1.067,0.333
6126.51,Fe,1,5.064,0.026
6126.61,Si,1,5.954,0.036
6127.47,Zr,1,0.154,0.058
6127.91,Fe,1,4.143,0.559
6128.12,Fe,1,5.064,0.045
6128.96,Ni,1,1.676,0.356
6129.09,Co,1,2.042,0.03
6129.23,Cr,2,4.75,0.033
6129.56,La,2,0.772,0.021
6129.58,Fe,1,4.652,0.079
6129.7,Fe,2,3.199,0.056
6130.13,Ni,1,4.266,0.305
6130.35,Fe,1,3.252,0.029
6131.57,Si,1,5.616,0.231
6131.85,Si,1,5.6158,0.217
6133.21,Si,1,5.863,0.084
6133.96,Ni,1,4.088,0.09
6134.59,Zr,1,0,0.048
6135.2,Fe,1,5.314,0.054
6135.36,V,1,1.051,0.127
6135.79,Fe,1,4.991,0.058
6136.62,Fe,1,2.4534,0.8
6136.99,Fe,1,2.198,0.653
6137.28,Fe,1,4.58,0.072
6137.5,Fe,1,3.332,0.44
6137.69,Fe,1,2.5881,0.787
6138.52,Si,1,5.984,0.024
6139.64,Fe,1,5.064,0.056
6139.64,Fe,1,2.588,0.053
6141.71,Ba,2,0.704,0.786
6141.73,Fe,1,3.6025,0.769
6142.03,Ni,1,4.154,0.059
6142.2,Si,1,5.619,0.048
6142.48,Si,1,5.6192,0.298
6143.13,Si,1,5.964,0.048
6143.25,Zr,1,0.071,0.056
6145.02,Si,1,5.6158,0.339
6145.41,Fe,1,3.368,0.05
6146.21,Ti,1,1.873,0.056
6146.41,Co,1,2.042,0.021
6146.41,Fe,1,5.07,0.023
6146.71,Si,1,5.964,0.054
6147.74,Fe,2,3.889,0.4
6147.83,Fe,1,4.076,0.477
6149.26,Fe,2,3.889,0.427
6149.73,Ti,1,2.16,0.027
6150.1,Fe,2,3.221,0.045
6150.16,V,1,0.301,0.072
6151.62,Fe,1,2.176,0.582
6152.29,Si,1,5.964,0.254
6154.23,Na,1,2.1023,0.359
6155.13,Si,1,5.6192,0.539
6155.69,Si,1,5.619,0.062
6156.02,Ca,1,2.521,0.145
6156.37,Fe,1,3.397,0.128
6156.78,O,1,10.741,0.022
6156.81,Fe,1,4.956,0.158
6157.73,Fe,1,4.0759,0.622
6157.82,Nd,2,0.55,0.025
6158.19,O,1,10.741,0.036
6159.37,Fe,1,4.607,0.166
6159.43,Cr,1,3.449,0.022
6160.75,Na,1,2.1044,0.477
6161.12,Fe,1,4.652,0.103
6161.3,Ca,1,2.523,0.567
6162.17,Ca,1,1.899,0.793
6163.42,Ni,1,4.105,0.477
6163.54,Fe,1,2.198,0.44
6163.76,Ca,1,2.5212,0.565
6164.55,Fe,1,5.314,0.201
6165.36,Fe,1,4.1427,0.514
6165.89,Pr,2,0.923,0.028
6166.01,Fe,1,5.064,0.023
6166.44,Ca,1,2.521,0.599
6168.98,Fe,1,4.256,0.027
6169.04,Ca,1,2.523,0.651
6169.46,Fe,1,3.417,0.028
6169.56,Ca,1,2.526,0.688
6169.6,Fe,1,4.733,0.126
6170.04,Si,1,5.863,0.022
6170.37,V,1,0.287,0.048
6170.5,Fe,1,4.795,0.597
6170.57,Ni,1,4.105,0.091
6170.6,Ni,1,4.088,0.073
6170.84,Fe,1,5.086,0.07
6171.01,Fe,1,4.733,0.059
6172.05,Cr,1,4.106,0.034
6172.82,S,1,8.045,0.023
6173.33,Fe,1,2.2227,0.657
6173.58,S,1,8.045,0.025
6173.74,S,1,8.046,0.023
6174.96,S,1,8.046,0.024
6175.15,Fe,2,6.223,0.047
6175.36,Ni,1,4.089,0.52
6175.85,S,1,8.046,0.042
6176.81,Ni,1,4.088,0.59
6177.24,Ni,1,1.826,0.249
6177.54,Ni,1,4.236,0.039
6179.38,Fe,2,5.569,0.04
6179.79,Fe,1,5.273,0.095
6180.16,Ni,1,1.935,0.022
6180.2,Fe,1,2.727,0.611
6180.3,Ti,1,3.409,0.035
6180.53,Fe,1,5.07,0.038
6183.56,Fe,1,5.033,0.26
6183.84,Ni,1,4.167,0.059
6183.9,Nd,2,1.16,0.021
6186.14,Ti,1,2.175,0.048
6186.71,Ni,1,4.1054,0.365
6186.82,Fe,1,4.415,0.034
6187.4,Fe,1,2.832,0.065
6187.99,Fe,1,3.943,0.504
6189,Co,1,1.71,0.138
6190.4,Fe,1,5.273,0.113
6191.17,Ni,1,1.676,0.68
6191.56,Fe,1,2.4327,0.792
6191.72,Y,1,0,0.045
6193.27,Fe,1,5.086,0.029
6194.42,Si,1,5.871,0.04
6194.88,Si,1,5.871,0.074
6195.43,Si,1,5.871,0.247
6196.97,Fe,1,5.033,0.043
6198.04,Fe,1,5.539,0.024
6198.62,Ni,1,4.266,0.04
6199.18,Fe,2,5.569,0.029
6199.2,V,1,0.2865,0.147
6199.51,Fe,1,2.559,0.062
6200.31,Fe,1,2.6085,0.653
6201.08,V,1,1.869,0.027
6204.6,Ni,1,4.088,0.318
6205.59,Fe,1,5.064,0.044
6207.16,Fe,1,5.314,0.053
6207.23,Fe,1,4.988,0.077
6208.21,Fe,1,5.1,0.281
6208.54,Si,1,5.984,0.221
6210.66,Sc,1,0,0.036
6211.2,Co,1,4.572,0.024
6212.1,Fe,1,4.371,0.039
6212.21,Ti,1,3.148,0.022
6213.43,Fe,1,2.2227,0.703
6213.87,V,1,0.301,0.07
6214.14,Cr,1,4.802,0.035
6214.6,Ti,2,2.048,0.424
6215.07,Si,1,5.964,0.049
6215.14,Fe,1,4.186,0.544
6215.23,Ti,1,2.695,0.168
6215.33,Si,1,5.954,0.023
6215.43,Fe,1,4.991,0.485
6216.35,V,1,0.275,0.3
6216.36,Fe,1,4.733,0.311
6217.68,Fe,1,5.033,0.129
6218.95,Cr,1,4.824,0.05
6219.14,Fe,1,5.01,0.04
6219.19,Cr,1,4.785,0.023
6219.28,Fe,1,2.1979,0.718
6219.53,Fe,1,3.417,0.023
6219.57,Fe,2,2.844,0.023
6219.94,Ti,2,2.061,0.132
6220.21,Si,1,5.8625,0.11
6220.47,Ti,1,2.677,0.2
6220.78,Fe,1,3.8816,0.261
6221.3,Ti,1,2.662,0.111
6221.37,Fe,1,3.929,0.175
6221.67,Fe,1,0.859,0.033
6221.89,Lu,2,1.542,0.025
6222.5,Ca,1,3.91,0.031
6223.98,Ni,1,4.1054,0.352
6224.53,V,1,0.287,0.096
6225.01,Fe,1,5.086,0.049
6225.06,Si,1,5.954,0.075
6226.73,Fe,1,3.883,0.328
6229.23,Fe,1,2.845,0.515
6229.35,Fe,2,2.828,0.059
6230.09,Ni,1,4.105,0.247
6230.56,Ca,1,4.744,0.024
6230.72,Fe,1,2.559,0.79
6230.8,V,1,0.267,0.28
6231,Co,1,1.785,0.122
6232.38,Co,1,4.572,0.027
6232.64,Fe,1,3.654,0.66
6233.16,V,1,0.275,0.067
6233.53,Fe,2,5.484,0.036
6233.64,Fe,1,5.086,0.321
6234.48,Ti,2,1.893,0.09
6237.32,Si,1,5.614,0.071
6238.29,Si,1,5.082,0.19
6238.39,Fe,2,3.889,0.418
6239.37,Fe,2,2.807,0.089
6239.41,Sc,1,0,0.033
6239.76,Sc,1,0,0.049
6239.95,Fe,2,3.889,0.15
6240.14,V,1,0.267,0.025
6240.31,Fe,1,4.1427,0.227
6240.65,Fe,1,2.2227,0.567
6242.83,V,1,0.262,0.129
6243.11,V,1,0.301,0.321
6243.82,Si,1,5.616,0.205
6244.11,Si,1,5.616,0.034
6244.47,Si,1,5.616,0.232
6244.95,Ni,1,5.284,0.023
6245.64,Sc,2,1.507,0.448
6246.32,Fe,1,3.602,0.722
6247.35,Fe,2,6.209,0.039
6247.37,Fe,1,5.064,0.077
6247.56,Fe,2,3.892,0.505
6248.9,Fe,2,5.511,0.039
6249.03,Fe,1,5.341,0.03
6249.51,Co,1,2.042,0.074
6251.24,Fe,1,4.608,0.026
6251.83,V,1,0.287,0.202
6252.55,Fe,1,2.404,0.768
6253.6,Si,1,5.082,0.191
6253.83,Fe,1,4.733,0.218
6254.19,Si,1,5.619,0.507
6254.26,Fe,1,2.279,0.702
6254.7,Si,1,5.964,0.079
6254.84,Si,1,5.619,0.021
6255.49,Si,1,5.619,0.032
6256.35,Ni,1,1.676,0.656
6256.36,Fe,1,2.453,0.681
6256.89,V,1,0.275,0.078
6257.05,Co,1,4.475,0.024
6257.57,Co,1,3.713,0.067
6258.1,Ti,1,1.443,0.593
6258.57,V,1,0.262,0.075
6258.57,Ni,1,4.105,0.215
6258.71,Ti,1,1.46,0.614
6258.94,Sc,1,0.021,0.045
6259.51,Fe,1,4.387,0.037
6259.59,Ni,1,4.089,0.199
6261.1,Ti,1,1.43,0.564
6261.23,V,1,0.267,0.026
6261.53,Fe,1,5.064,0.347
6262.29,La,2,0.403,0.077
6263.1,Cr,1,4.855,0.027
6265.13,Fe,1,2.1759,0.694
6265.42,Fe,1,5.033,0.388
6265.61,Mn,1,4.233,0.04
6266.31,V,1,0.275,0.04
6267.68,Fe,1,3.943,0.052
6267.77,Fe,1,4.991,0.235
6267.83,Fe,1,4.294,0.133
6268.8,V,1,0.301,0.024
6268.94,Fe,1,5.1,0.152
6269.97,Fe,2,3.245,0.081
6270.22,Fe,1,2.858,0.602
6271.28,Fe,1,3.332,0.351
6271.47,Co,1,4.475,0.024
6271.77,Ni,1,3.306,0.079
6271.92,Co,1,2.137,0.028
6272.62,Ni,1,4.266,0.075
6273.01,Co,1,3.576,0.045
6274.09,Fe,1,5.086,0.215
6274.65,V,1,0.267,0.156
6275.27,Ca,1,5.049,0.023
6277.12,Fe,1,5.305,0.038
6277.19,Fe,1,5.352,0.026
6277.33,Fe,1,2.759,0.101
6278.94,Si,1,5.614,0.027
6278.97,Fe,1,5.033,0.305
6279.34,Si,1,5.863,0.044
6279.75,Sc,2,1.5,0.353
6280.42,Si,1,5.964,0.027
6280.53,Si,1,6.079,0.073
6280.62,Fe,1,0.859,0.653
6280.77,Fe,1,4.58,0.277
6282.64,Co,1,1.74,0.218
6285.15,V,1,0.275,0.205
6286.51,Fe,1,3.984,0.028
6287.63,Mg,1,5.394,0.044
6290.54,Fe,1,2.588,0.069
6290.74,Si,1,6.083,0.065
6290.79,Si,1,6.079,0.318
6290.97,Fe,1,4.733,0.534
6292.82,Nd,2,0.182,0.025
6292.83,V,1,0.287,0.216
6293.3,Si,1,6.083,0.049
6293.61,Fe,1,5.064,0.285
6293.92,Fe,1,4.835,0.167
6296.08,La,2,1.252,0.032
6296.18,Fe,1,5.064,0.051
6296.49,V,1,0.301,0.17
6296.65,Ti,1,0,0.028
6297.8,Fe,1,2.2227,0.68
6299.6,Si,1,5.984,0.161
6300.3,O,1,0,0.044
6300.34,Ni,1,4.266,0.074
6300.7,Sc,2,1.507,0.127
6301.51,Fe,1,3.6537,0.705
6301.63,Si,1,5.954,0.024
6302.49,Fe,1,3.686,0.682
6303.46,Fe,1,4.32,0.069
6303.61,Si,1,6.083,0.266
6303.76,Ti,1,1.443,0.136
6304.34,Zr,1,1.629,0.023
6304.79,Fe,1,4.991,0.422
6304.91,Mn,1,4.889,0.045
6305.3,Fe,2,6.219,0.044
6305.66,Sc,1,0.021,0.058
6306.34,Mn,1,4.889,0.04
6307.53,Fe,2,2.828,0.021
6308.83,Si,1,5.863,0.153
6309.92,Sc,2,1.497,0.206
6310.28,Si,1,5.964,0.082
6311.24,Si,1,5.954,0.036
6311.5,Fe,1,2.831,0.378
6312.24,Ti,1,1.46,0.135
6313.04,Co,1,3.629,0.023
6313.04,Zr,1,1.584,0.044
6314.65,Ni,1,1.935,0.709
6314.66,Ni,1,4.154,0.361
6314.98,Fe,1,5.064,0.073
6315.06,Mn,1,4.247,0.031
6315.31,Fe,1,4.143,0.569
6315.41,Fe,1,4.143,0.385
6315.8,Cr,1,3.892,0.037
6315.81,Fe,1,4.076,0.454
6316.57,Ni,1,4.154,0.067
6317.39,Fe,2,6.223,0.025
6317.98,Fe,2,5.511,0.133
6318.02,Fe,1,2.4534,0.712
6318.11,Ca,1,4.43,0.391
6318.72,Mg,1,5.108,0.467
6319.24,Mg,1,5.108,0.393
6319.49,Mg,1,5.108,0.26
6320.38,La,2,0.173,0.058
6320.42,Co,1,4.395,0.065
6320.85,Sc,2,1.5,0.148
6322.16,Ni,1,4.154,0.26
6322.69,Fe,1,2.588,0.653
6326.84,V,1,1.868,0.038
6327.59,Ni,1,1.676,0.469
6330.1,Cr,1,0.9414,0.36
6330.84,Fe,1,4.733,0.398
6331.95,Fe,2,6.217,0.045
6331.96,Si,1,5.082,0.08
6334.47,Si,1,5.964,0.048
6335.33,Fe,1,2.1979,0.737
6336.1,Ti,1,1.443,0.094
6336.82,Fe,1,3.6864,0.716
6338.88,Fe,1,4.7955,0.464
6339.08,V,1,1.86,0.043
6339.11,Ni,1,4.1536,0.466
6342.81,Si,1,5.964,0.041
6343.31,Ca,1,4.441,0.432
6343.96,Ce,2,0.327,0.025
6344.15,Fe,1,2.433,0.596
6344.15,Mn,1,3.771,0.034
6344.43,Si,1,6.099,0.104
6347.11,Si,2,8.121,0.314
6347.37,Si,1,5.954,0.043
6347.85,Co,1,4.395,0.071
6349.47,V,1,1.853,0.033
6349.78,Mn,1,3.772,0.032
6350.4,Fe,1,5.033,0.171
6350.48,Ni,1,4.165,0.042
6352.95,Si,1,5.863,0.043
6353.36,Si,1,6.099,0.023
6353.52,Si,1,6.083,0.426
6353.55,Ca,1,4.441,0.021
6353.84,Fe,1,0.915,0.025
6354.9,Si,1,6.099,0.034
6355.03,Fe,1,2.845,0.619
