Residuals to the global 3rd order polynomial wavelength calibration, block 3
Columns: bin centre, mean of residuals in the bin, error on the mean
3.200000000000000000e+01	7.034331916852515576e+00	8.003219104670002138e-02
9.600000000000000000e+01	6.493762195924030145e+00	5.958082313379507722e-02
1.600000000000000000e+02	4.769119533740004080e+00	5.939086902200336332e-02
2.240000000000000000e+02	5.864454076599372456e-01	5.392171261109725972e-02
2.880000000000000000e+02	1.301343115890732371e-01	5.524614816690587293e-02
3.520000000000000000e+02	-1.068298179313549090e+00	5.014800011103601879e-02
4.160000000000000000e+02	-3.194229452734324681e+00	4.732008534832023855e-02
4.800000000000000000e+02	-4.922809475518340250e+00	6.743391887294711284e-02
5.440000000000000000e+02	-4.706596103211940552e+00	5.846889892374070030e-02
6.080000000000000000e+02	-5.175302977547612926e+00	4.420467123423036521e-02
6.720000000000000000e+02	-5.531965940185857633e+00	4.301964492120359529e-02
7.360000000000000000e+02	-4.422845019419319179e+00	4.092975405645288278e-02
8.000000000000000000e+02	-3.054244070569318570e+00	3.769462761480635304e-02
8.640000000000000000e+02	-2.130008280056803205e+00	4.169459302291722569e-02
9.280000000000000000e+02	-3.453766616348118434e-01	3.920277390104997400e-02
9.920000000000000000e+02	4.996725711013082494e-01	5.529546075841759722e-02
1.056000000000000000e+03	4.360736346680862963e-01	5.839615036277064075e-02
1.120000000000000000e+03	1.365231508614575817e-01	3.678663241873084827e-02
1.184000000000000000e+03	5.917385773884894506e-01	4.038598043181897829e-02
1.248000000000000000e+03	7.842165862099237383e-01	3.512160685763520557e-02
1.312000000000000000e+03	2.183662083952731869e+00	4.466699397912571312e-02
1.376000000000000000e+03	3.258946581170574230e+00	3.829236057971781987e-02
1.440000000000000000e+03	2.807171932421357319e+00	3.597412804145810189e-02
1.504000000000000000e+03	2.722871938519944912e+00	5.825631485282545957e-02
1.568000000000000000e+03	2.921218861694085955e+00	5.121489894766090983e-02
1.632000000000000000e+03	1.892782184894891584e+00	3.086344921654423507e-02
1.696000000000000000e+03	2.159555256524240185e+00	3.668167011160544666e-02
1.760000000000000000e+03	2.552100839307480662e+00	3.112903510128345666e-02
1.824000000000000000e+03	2.877869155724587458e+00	3.467575193583839754e-02
1.888000000000000000e+03	2.512202429607414800e+00	3.523952469105955110e-02
1.952000000000000000e+03	1.894623791798684564e+00	3.184071503715956569e-02
2.016000000000000000e+03	5.004404673564117889e-01	4.996862480627228126e-02
2.080000000000000000e+03	-1.386395703981380345e+00	4.783022373359346879e-02
2.144000000000000000e+03	-2.447185468647255835e+00	3.456132464666180487e-02
2.208000000000000000e+03	-2.900052364983631836e+00	3.890210830099645467e-02
2.272000000000000000e+03	-2.978834255485273363e+00	3.693754418843563092e-02
2.336000000000000000e+03	-2.786471220567097618e+00	3.721193567450045703e-02
2.400000000000000000e+03	-3.583708622195381110e+00	3.635262612733530102e-02
2.464000000000000000e+03	-4.228794002513779127e+00	3.102913035818345711e-02
2.528000000000000000e+03	-4.024658066002121615e+00	5.108247976970019255e-02
2.592000000000000000e+03	-4.004803254211063646e+00	4.999797861712735464e-02
2.656000000000000000e+03	-4.674050846938365034e+00	3.341251030294823537e-02
2.720000000000000000e+03	-5.067263042900838954e+00	3.254929520190882886e-02
2.784000000000000000e+03	-4.493748530164944910e+00	3.337369461256281533e-02
2.848000000000000000e+03	-2.706302492666463166e+00	3.739023553448141135e-02
2.912000000000000000e+03	-9.663965252918815807e-01	3.571444017979327756e-02
2.976000000000000000e+03	-5.567406525594130740e-01	4.105801136826134345e-02
3.040000000000000000e+03	1.715190518117841512e+00	6.594368565716007824e-02
3.104000000000000000e+03	7.669517460018737687e+00	4.803467891579075305e-02
3.168000000000000000e+03	5.446049409824208709e+00	4.258472861402631121e-02
3.232000000000000000e+03	3.610168241430436797e+00	4.020739392390321187e-02
3.296000000000000000e+03	4.537138164761427284e+00	4.263106675747097007e-02
3.360000000000000000e+03	4.931761793147499517e+00	4.415022675699447480e-02
3.424000000000000000e+03	5.495410054765390129e+00	4.061493945131224720e-02
3.488000000000000000e+03	4.370932661641234951e+00	4.535548331709132047e-02
3.552000000000000000e+03	5.230833320862439351e+00	5.364049639024080773e-02
3.616000000000000000e+03	4.061260526160165973e+00	7.922136893549265590e-02
3.680000000000000000e+03	2.245349758948993912e+00	3.968369657554331881e-02
3.744000000000000000e+03	5.976982898139797384e-02	3.870047938470794896e-02
3.808000000000000000e+03	-1.899898570434216394e+00	4.097849500822946245e-02
3.872000000000000000e+03	-2.184487302158774735e+00	4.222416111432593377e-02
3.936000000000000000e+03	-4.513227406909435580e+00	4.914055909523318277e-02
4.000000000000000000e+03	-9.125832010041952103e+00	4.607605032481479346e-02
4.064000000000000000e+03	-1.183130318384158031e+01	7.315876214623964757e-02
