Residuals to the global 3rd order polynomial wavelength calibration, block 1
Columns: bin centre, mean of residuals in the bin, error on the mean
3.200000000000000000e+01	3.692978983222470202e-01	8.173622713758157965e-02
9.600000000000000000e+01	1.246475324845076837e+00	5.657276035646630757e-02
1.600000000000000000e+02	2.001917801147379272e+00	5.207489927654091605e-02
2.240000000000000000e+02	2.011901922996348624e+00	5.386472326101183344e-02
2.880000000000000000e+02	2.779579677810737337e+00	4.863470076146440835e-02
3.520000000000000000e+02	2.062954990799506838e+00	5.558154857905762969e-02
4.160000000000000000e+02	1.510884514757446784e+00	5.308725758289464108e-02
4.800000000000000000e+02	4.349625063836710659e-01	6.846401313617725415e-02
5.440000000000000000e+02	-2.937196378646115047e+00	7.809529800816066014e-02
6.080000000000000000e+02	-4.810030551218131833e+00	5.013368313800790205e-02
6.720000000000000000e+02	-5.463684223248547411e+00	5.456371541312539375e-02
7.360000000000000000e+02	-5.584910666575232163e+00	4.741999275944743658e-02
8.000000000000000000e+02	-1.984721929611644509e+00	5.393627778810228257e-02
8.640000000000000000e+02	-5.767214691723974163e-01	5.328362126755473160e-02
9.280000000000000000e+02	-1.518455289843049005e+00	5.279389860034802012e-02
9.920000000000000000e+02	-8.885783217791222155e-01	5.783731285994102994e-02
1.056000000000000000e+03	-8.881168978731417418e-01	5.487217990387061040e-02
1.120000000000000000e+03	-1.788309473438396191e+00	4.811548221368202455e-02
1.184000000000000000e+03	-2.366308144903282340e+00	5.192302317461269107e-02
1.248000000000000000e+03	2.209958226034646200e-01	4.336033088696128468e-02
1.312000000000000000e+03	2.215890122150461841e-02	5.822406635087858107e-02
1.376000000000000000e+03	1.929457437083655691e+00	5.040423604099614208e-02
1.440000000000000000e+03	2.993441028156583084e+00	4.741555152058574141e-02
1.504000000000000000e+03	3.354362695735853883e+00	6.414032579949338619e-02
1.568000000000000000e+03	4.725718347385155838e+00	6.098778512286507497e-02
1.632000000000000000e+03	4.344390067054248128e+00	6.286468796916994117e-02
1.696000000000000000e+03	3.911029587897947746e+00	4.996374542480315484e-02
1.760000000000000000e+03	3.677084069869390959e+00	5.182613797186420151e-02
1.824000000000000000e+03	4.727357437216606506e+00	4.692056877813394894e-02
1.888000000000000000e+03	4.966531923003056903e+00	5.748678828615889913e-02
1.952000000000000000e+03	4.156939700895864398e+00	5.163515806184454382e-02
2.016000000000000000e+03	2.874014677113420735e+00	7.902955055525015537e-02
2.080000000000000000e+03	1.186032759830248473e+00	5.985715130229923853e-02
2.144000000000000000e+03	-1.516348524077753446e+00	4.940166907567898613e-02
2.208000000000000000e+03	-2.531585011124648510e+00	4.725381137362644896e-02
2.272000000000000000e+03	-2.736190385074154463e+00	4.559890175590475270e-02
2.336000000000000000e+03	-3.053879519366175188e+00	4.882424343059817845e-02
2.400000000000000000e+03	-3.161701602848220549e+00	5.114991277203842501e-02
2.464000000000000000e+03	-3.930816652107911313e+00	5.406834270685104832e-02
2.528000000000000000e+03	-3.757373788555887550e+00	6.931824380231432770e-02
2.592000000000000000e+03	-6.661682789532107130e+00	6.455292489005196033e-02
2.656000000000000000e+03	-6.502625259764716503e+00	5.024374611461247114e-02
2.720000000000000000e+03	-6.780018691242515771e+00	5.353108389476750328e-02
2.784000000000000000e+03	-8.525776875058674875e+00	4.848610130155756731e-02
2.848000000000000000e+03	-5.029497686634562648e+00	5.817862702872932112e-02
2.912000000000000000e+03	-3.884697137949386203e+00	4.822477407815375927e-02
2.976000000000000000e+03	-2.187801510024768525e+00	4.723087406773483071e-02
3.040000000000000000e+03	-2.846466009305592237e+00	7.862289817103297607e-02
3.104000000000000000e+03	6.917625947270659381e+00	6.474891795209219980e-02
3.168000000000000000e+03	5.444502888868208323e+00	5.484062218170517727e-02
3.232000000000000000e+03	6.273424973964283780e+00	6.062798587180969617e-02
3.296000000000000000e+03	7.863812620690686650e+00	6.304934817094076660e-02
3.360000000000000000e+03	9.084269948325138344e+00	5.438786942716564154e-02
3.424000000000000000e+03	6.439086238589222688e+00	4.730778358578407311e-02
3.488000000000000000e+03	4.604742342526169097e+00	4.499737648618948316e-02
3.552000000000000000e+03	5.186659714081274686e+00	6.203838609747314853e-02
3.616000000000000000e+03	3.203500295657592645e+00	7.653094005437172109e-02
3.680000000000000000e+03	2.033414055165394529e+00	5.973742479082982948e-02
3.744000000000000000e+03	-1.507330967659733734e+00	5.282854758880378698e-02
3.808000000000000000e+03	-1.480882850294285680e+00	5.050373732004560801e-02
3.872000000000000000e+03	-3.235466022605789416e+00	5.592069467183730103e-02
3.936000000000000000e+03	-3.104174683902357845e+00	5.389901111457758714e-02
4.000000000000000000e+03	-6.694522909049895887e+00	5.824654117170455225e-02
4.064000000000000000e+03	-9.607014416624254594e+00	6.360079120198013081e-02
