#lambda(Å,vac) | wavenumber (cm^-1) | species | lower energy - upper energy | lower orbital configuration | lower J | upper orbital configuration | upper J | normalized depth | blendedness

4986.644 | 20053.567 | Fe I  | 31686.351 - 51739.920 | 3d6.(5D).4s.4p.(3P*) z 3D*          | 2    | 3d6.(5D).4s (4D).5s e 3D            | 2    | 0.688 | 3 

4985.507 | 20058.141 | Ni I  | 30619.414 - 50677.555 | 3d9.(2D).4p 3F2                     | 2    | 3d9.(2D[5/2]).4d [7/2]5             | 3    | 0.641 | 3 
4986.938 | 20052.385 | Fe I  | 23110.939 - 43163.326 | 3d6.(5D).4s.4p.(3P*) z 7F*          | 3    | 3d6.(5D).4s (6D).5s e 7D            | 4    | 0.715 | 3 

4985.507 | 20058.141 | Ni I  | 30619.414 - 50677.555 | 3d9.(2D).4p 3F2                     | 2    | 3d9.(2D[5/2]).4d [7/2]5             | 3    | 0.641 | 3 
4990.341 | 20038.711 | Fe I  | 33507.123 - 53545.833 | 3d7.(4F).4p y 5D*                   | 3    | 3d7.(4F).4d h 5D                    | 4    | 0.644 | 3 

4986.644 | 20053.567 | Fe I  | 31686.351 - 51739.920 | 3d6.(5D).4s.4p.(3P*) z 3D*          | 2    | 3d6.(5D).4s (4D).5s e 3D            | 2    | 0.688 | 3 
4986.938 | 20052.385 | Fe I  | 23110.939 - 43163.326 | 3d6.(5D).4s.4p.(3P*) z 7F*          | 3    | 3d6.(5D).4s (6D).5s e 7D            | 4    | 0.715 | 3 

4986.644 | 20053.567 | Fe I  | 31686.351 - 51739.920 | 3d6.(5D).4s.4p.(3P*) z 3D*          | 2    | 3d6.(5D).4s (4D).5s e 3D            | 2    | 0.688 | 3 
4990.341 | 20038.711 | Fe I  | 33507.123 - 53545.833 | 3d7.(4F).4p y 5D*                   | 3    | 3d7.(4F).4d h 5D                    | 4    | 0.644 | 3 

4986.938 | 20052.385 | Fe I  | 23110.939 - 43163.326 | 3d6.(5D).4s.4p.(3P*) z 7F*          | 3    | 3d6.(5D).4s (6D).5s e 7D            | 4    | 0.715 | 3 
4990.341 | 20038.711 | Fe I  | 33507.123 - 53545.833 | 3d7.(4F).4p y 5D*                   | 3    | 3d7.(4F).4d h 5D                    | 4    | 0.644 | 3 

4987.613 | 20049.671 | Fe I  | 34017.103 - 54066.773 | 3d7.(4F).4p y 5D*                   | 1    | 3d7.(4F).4d f 3D                    | 2    | 0.427 | 1 
4994.748 | 20021.030 | Fe II | 22637.195 - 42658.244 | 3d6.(3F2).4s b 4F                   | 9/2  | 3d6.(5D).4p z 6P*                   | 7/2  | 0.352 | 1 

4987.613 | 20049.671 | Fe I  | 34017.103 - 54066.773 | 3d7.(4F).4p y 5D*                   | 1    | 3d7.(4F).4d f 3D                    | 2    | 0.427 | 1 
4998.487 | 20006.054 | Ti I  |     0.000 - 20006.039 | 3d2.4s2 a 3F                        | 2    | 3d2.(3F).4s.4p.(3P*) z 3D*          | 2    | 0.306 | 3 

4994.748 | 20021.030 | Fe II | 22637.195 - 42658.244 | 3d6.(3F2).4s b 4F                   | 9/2  | 3d6.(5D).4p z 6P*                   | 7/2  | 0.352 | 1 
4997.044 | 20011.831 | Ni I  | 29320.762 - 49332.593 | 3d9.(2D).4p 3F*                     | 3    | 3d9.(2D[5/2]).4d 2[7/2]             | 4    | 0.186 | 1 

4994.748 | 20021.030 | Fe II | 22637.195 - 42658.244 | 3d6.(3F2).4s b 4F                   | 9/2  | 3d6.(5D).4p z 6P*                   | 7/2  | 0.352 | 1 
4998.487 | 20006.054 | Ti I  |     0.000 - 20006.039 | 3d2.4s2 a 3F                        | 2    | 3d2.(3F).4s.4p.(3P*) z 3D*          | 2    | 0.306 | 3 

4994.748 | 20021.030 | Fe II | 22637.195 - 42658.244 | 3d6.(3F2).4s b 4F                   | 9/2  | 3d6.(5D).4p z 6P*                   | 7/2  | 0.352 | 1 
5006.566 | 19973.770 | Ti II | 12628.845 - 32602.626 | 3d3 b 2D2                           | 3/2  | 3d2.(3F).4p z 4D*                   | 3/2  | 0.212 | 2 

4997.044 | 20011.831 | Ni I  | 29320.762 - 49332.593 | 3d9.(2D).4p 3F*                     | 3    | 3d9.(2D[5/2]).4d 2[7/2]             | 4    | 0.186 | 1 
4998.487 | 20006.054 | Ti I  |     0.000 - 20006.039 | 3d2.4s2 a 3F                        | 2    | 3d2.(3F).4s.4p.(3P*) z 3D*          | 2    | 0.306 | 3 

4997.044 | 20011.831 | Ni I  | 29320.762 - 49332.593 | 3d9.(2D).4p 3F*                     | 3    | 3d9.(2D[5/2]).4d 2[7/2]             | 4    | 0.186 | 1 
5006.566 | 19973.770 | Ti II | 12628.845 - 32602.626 | 3d3 b 2D2                           | 3/2  | 3d2.(3F).4p z 4D*                   | 3/2  | 0.212 | 2 

4998.487 | 20006.054 | Ti I  |     0.000 - 20006.039 | 3d2.4s2 a 3F                        | 2    | 3d2.(3F).4s.4p.(3P*) z 3D*          | 2    | 0.306 | 3 
5006.566 | 19973.770 | Ti II | 12628.845 - 32602.626 | 3d3 b 2D2                           | 3/2  | 3d2.(3F).4p z 4D*                   | 3/2  | 0.212 | 2 

5130.585 | 19490.955 | Ti II | 15257.553 - 34748.506 | 3d2.(1G).4s b 2G                    | 9/2  | 3d2.(3F).4p z 2G*                   | 9/2  | 0.573 | 3 
5130.810 | 19490.100 | Ni I  | 29668.918 - 49159.030 | 3d9.(2D).4p *                       | 3    | 3d9.(2D[5/2]).4d 2[3/2]             | 2    | 0.482 | 3 

5130.585 | 19490.955 | Ti II | 15257.553 - 34748.506 | 3d2.(1G).4s b 2G                    | 9/2  | 3d2.(3F).4p z 2G*                   | 9/2  | 0.573 | 3 
5132.898 | 19482.172 | Fe I  | 17927.382 - 37409.555 | 3d7.(4P).4s a 5P                    | 1    | 3d6.(5D).4s.4p.(1P*) y 5P*          | 1    | 0.634 | 3 

5130.585 | 19490.955 | Ti II | 15257.553 - 34748.506 | 3d2.(1G).4s b 2G                    | 9/2  | 3d2.(3F).4p z 2G*                   | 9/2  | 0.573 | 3 
5133.204 | 19481.010 | Ni I  | 29832.779 - 49313.814 | 3d8.(3F).4s.4p.(3P) 5F3             | 3    | 3d9.(2D[5/2])4d [7/2]3              | 3    | 0.373 | 3 

5130.585 | 19490.955 | Ti II | 15257.553 - 34748.506 | 3d2.(1G).4s b 2G                    | 9/2  | 3d2.(3F).4p z 2G*                   | 9/2  | 0.573 | 3 
5135.118 | 19473.749 | Fe I  | 33695.397 - 53169.146 | 3d7.(4F).4p y 5F*                   | 5    | 3d7.(4F).4d f 5G                    | 6    | 0.760 | 3 

5130.585 | 19490.955 | Ti II | 15257.553 - 34748.506 | 3d2.(1G).4s b 2G                    | 9/2  | 3d2.(3F).4p z 2G*                   | 9/2  | 0.573 | 3 
5138.510 | 19460.894 | Ni I  | 13521.347 - 32982.260 | 3d8.(1D).4s2 1D                     | 2    | 3d9.(2D).4p 1P*                     | 1    | 0.677 | 2 

5130.585 | 19490.955 | Ti II | 15257.553 - 34748.506 | 3d2.(1G).4s b 2G                    | 9/2  | 3d2.(3F).4p z 2G*                   | 9/2  | 0.573 | 3 
5138.813 | 19459.747 | Fe I  | 33695.397 - 53155.145 | 3d7.(4F).4p y 5F*                   | 5    | 3d7.(4F).4d h 5D                    | 4    | 0.689 | 3 

5130.585 | 19490.955 | Ti II | 15257.553 - 34748.506 | 3d2.(1G).4s b 2G                    | 9/2  | 3d2.(3F).4p z 2G*                   | 9/2  | 0.573 | 3 
5143.171 | 19443.258 | Fe I  | 19552.478 - 38995.736 | 3d6.4s2 a 3P2                       | 1    | 3d7.(4F).4p y 3D*                   | 1    | 0.654 | 1 

5130.585 | 19490.955 | Ti II | 15257.553 - 34748.506 | 3d2.(1G).4s b 2G                    | 9/2  | 3d2.(3F).4p z 2G*                   | 9/2  | 0.573 | 3 
5144.213 | 19439.319 | Ni I  | 29888.477 - 49327.811 | 3d9.(2D).4p 3D2                     | 2    | 3d9.(2D[5/2]).4d [5/2]2             | 2    | 0.598 | 5 

5130.810 | 19490.100 | Ni I  | 29668.918 - 49159.030 | 3d9.(2D).4p *                       | 3    | 3d9.(2D[5/2]).4d 2[3/2]             | 2    | 0.482 | 3 
5132.898 | 19482.172 | Fe I  | 17927.382 - 37409.555 | 3d7.(4P).4s a 5P                    | 1    | 3d6.(5D).4s.4p.(1P*) y 5P*          | 1    | 0.634 | 3 

5130.810 | 19490.100 | Ni I  | 29668.918 - 49159.030 | 3d9.(2D).4p *                       | 3    | 3d9.(2D[5/2]).4d 2[3/2]             | 2    | 0.482 | 3 
5133.204 | 19481.010 | Ni I  | 29832.779 - 49313.814 | 3d8.(3F).4s.4p.(3P) 5F3             | 3    | 3d9.(2D[5/2])4d [7/2]3              | 3    | 0.373 | 3 

5130.810 | 19490.100 | Ni I  | 29668.918 - 49159.030 | 3d9.(2D).4p *                       | 3    | 3d9.(2D[5/2]).4d 2[3/2]             | 2    | 0.482 | 3 
5138.510 | 19460.894 | Ni I  | 13521.347 - 32982.260 | 3d8.(1D).4s2 1D                     | 2    | 3d9.(2D).4p 1P*                     | 1    | 0.677 | 2 

5130.810 | 19490.100 | Ni I  | 29668.918 - 49159.030 | 3d9.(2D).4p *                       | 3    | 3d9.(2D[5/2]).4d 2[3/2]             | 2    | 0.482 | 3 
5143.171 | 19443.258 | Fe I  | 19552.478 - 38995.736 | 3d6.4s2 a 3P2                       | 1    | 3d7.(4F).4p y 3D*                   | 1    | 0.654 | 1 

5130.810 | 19490.100 | Ni I  | 29668.918 - 49159.030 | 3d9.(2D).4p *                       | 3    | 3d9.(2D[5/2]).4d 2[3/2]             | 2    | 0.482 | 3 
5144.213 | 19439.319 | Ni I  | 29888.477 - 49327.811 | 3d9.(2D).4p 3D2                     | 2    | 3d9.(2D[5/2]).4d [5/2]2             | 2    | 0.598 | 5 

5132.898 | 19482.172 | Fe I  | 17927.382 - 37409.555 | 3d7.(4P).4s a 5P                    | 1    | 3d6.(5D).4s.4p.(1P*) y 5P*          | 1    | 0.634 | 3 
5135.118 | 19473.749 | Fe I  | 33695.397 - 53169.146 | 3d7.(4F).4p y 5F*                   | 5    | 3d7.(4F).4d f 5G                    | 6    | 0.760 | 3 

5132.898 | 19482.172 | Fe I  | 17927.382 - 37409.555 | 3d7.(4P).4s a 5P                    | 1    | 3d6.(5D).4s.4p.(1P*) y 5P*          | 1    | 0.634 | 3 
5138.510 | 19460.894 | Ni I  | 13521.347 - 32982.260 | 3d8.(1D).4s2 1D                     | 2    | 3d9.(2D).4p 1P*                     | 1    | 0.677 | 2 

5132.898 | 19482.172 | Fe I  | 17927.382 - 37409.555 | 3d7.(4P).4s a 5P                    | 1    | 3d6.(5D).4s.4p.(1P*) y 5P*          | 1    | 0.634 | 3 
5138.813 | 19459.747 | Fe I  | 33695.397 - 53155.145 | 3d7.(4F).4p y 5F*                   | 5    | 3d7.(4F).4d h 5D                    | 4    | 0.689 | 3 

5132.898 | 19482.172 | Fe I  | 17927.382 - 37409.555 | 3d7.(4P).4s a 5P                    | 1    | 3d6.(5D).4s.4p.(1P*) y 5P*          | 1    | 0.634 | 3 
5140.894 | 19451.870 | Fe I  | 23711.456 - 43163.326 | 3d6.(5D).4s.4p.(3P*) z 7P*          | 4    | 3d6.(5D).4s (6D).5s e 7D            | 4    | 0.799 | 5 

5132.898 | 19482.172 | Fe I  | 17927.382 - 37409.555 | 3d7.(4P).4s a 5P                    | 1    | 3d6.(5D).4s.4p.(1P*) y 5P*          | 1    | 0.634 | 3 
5143.171 | 19443.258 | Fe I  | 19552.478 - 38995.736 | 3d6.4s2 a 3P2                       | 1    | 3d7.(4F).4p y 3D*                   | 1    | 0.654 | 1 

5132.898 | 19482.172 | Fe I  | 17927.382 - 37409.555 | 3d7.(4P).4s a 5P                    | 1    | 3d6.(5D).4s.4p.(1P*) y 5P*          | 1    | 0.634 | 3 
5144.213 | 19439.319 | Ni I  | 29888.477 - 49327.811 | 3d9.(2D).4p 3D2                     | 2    | 3d9.(2D[5/2]).4d [5/2]2             | 2    | 0.598 | 5 

5133.204 | 19481.010 | Ni I  | 29832.779 - 49313.814 | 3d8.(3F).4s.4p.(3P) 5F3             | 3    | 3d9.(2D[5/2])4d [7/2]3              | 3    | 0.373 | 3 
5134.091 | 19477.645 | Fe II | 22637.195 - 42114.838 | 3d6.(3F2).4s b 4F                   | 9/2  | 3d6.(5D).4p z 6F*                   | 9/2  | 0.214 | 2 

5133.204 | 19481.010 | Ni I  | 29832.779 - 49313.814 | 3d8.(3F).4s.4p.(3P) 5F3             | 3    | 3d9.(2D[5/2])4d [7/2]3              | 3    | 0.373 | 3 
5137.524 | 19464.629 | Fe I  | 33765.306 - 53229.941 | 3d8 c 3F                            | 2    | 3d7.(2D2).4p v 3P*                  | 1    | 0.193 | 3 

5133.204 | 19481.010 | Ni I  | 29832.779 - 49313.814 | 3d8.(3F).4s.4p.(3P) 5F3             | 3    | 3d9.(2D[5/2])4d [7/2]3              | 3    | 0.373 | 3 
5145.156 | 19435.757 | Fe I  | 17726.988 - 37162.746 | 3d7.(4P).4s a 5P                    | 2    | 3d7.(4F).4p y 3F*                   | 3    | 0.220 | 3 

5133.204 | 19481.010 | Ni I  | 29832.779 - 49313.814 | 3d8.(3F).4s.4p.(3P) 5F3             | 3    | 3d9.(2D[5/2])4d [7/2]3              | 3    | 0.373 | 3 
5146.101 | 19432.188 | Cr I  | 21856.929 - 41289.113 | 3d5.(4P).4s a 5P                    | 1    | 3d4.(5D).4s.4p.(1P*) y 5D*          | 1    | 0.204 | 4 

5134.091 | 19477.645 | Fe II | 22637.195 - 42114.838 | 3d6.(3F2).4s b 4F                   | 9/2  | 3d6.(5D).4p z 6F*                   | 9/2  | 0.214 | 2 
5137.524 | 19464.629 | Fe I  | 33765.306 - 53229.941 | 3d8 c 3F                            | 2    | 3d7.(2D2).4p v 3P*                  | 1    | 0.193 | 3 

5134.091 | 19477.645 | Fe II | 22637.195 - 42114.838 | 3d6.(3F2).4s b 4F                   | 9/2  | 3d6.(5D).4p z 6F*                   | 9/2  | 0.214 | 2 
5145.156 | 19435.757 | Fe I  | 17726.988 - 37162.746 | 3d7.(4P).4s a 5P                    | 2    | 3d7.(4F).4p y 3F*                   | 3    | 0.220 | 3 

5134.091 | 19477.645 | Fe II | 22637.195 - 42114.838 | 3d6.(3F2).4s b 4F                   | 9/2  | 3d6.(5D).4p z 6F*                   | 9/2  | 0.214 | 2 
5146.101 | 19432.188 | Cr I  | 21856.929 - 41289.113 | 3d5.(4P).4s a 5P                    | 1    | 3d4.(5D).4s.4p.(1P*) y 5D*          | 1    | 0.204 | 4 

5134.091 | 19477.645 | Fe II | 22637.195 - 42114.838 | 3d6.(3F2).4s b 4F                   | 9/2  | 3d6.(5D).4p z 6F*                   | 9/2  | 0.214 | 2 
5147.551 | 19426.714 | Fe II | 22810.346 - 42237.058 | 3d6.(3Fs).4s b 4F                   | 7/2  | 3d6.(5D).4p z 6F*                   | 7/2  | 0.274 | 4 

5134.091 | 19477.645 | Fe II | 22637.195 - 42114.838 | 3d6.(3F2).4s b 4F                   | 9/2  | 3d6.(5D).4p z 6F*                   | 9/2  | 0.214 | 2 
5147.740 | 19426.001 | Fe I  | 35257.324 - 54683.322 | 3d7.(4F).4p z 5G*                   | 4    | 3d7.(4F).4d f 3F                    | 4    | 0.180 | 5 

5135.118 | 19473.749 | Fe I  | 33695.397 - 53169.146 | 3d7.(4F).4p y 5F*                   | 5    | 3d7.(4F).4d f 5G                    | 6    | 0.760 | 3 
5138.510 | 19460.894 | Ni I  | 13521.347 - 32982.260 | 3d8.(1D).4s2 1D                     | 2    | 3d9.(2D).4p 1P*                     | 1    | 0.677 | 2 

5135.118 | 19473.749 | Fe I  | 33695.397 - 53169.146 | 3d7.(4F).4p y 5F*                   | 5    | 3d7.(4F).4d f 5G                    | 6    | 0.760 | 3 
5138.813 | 19459.747 | Fe I  | 33695.397 - 53155.145 | 3d7.(4F).4p y 5F*                   | 5    | 3d7.(4F).4d h 5D                    | 4    | 0.689 | 3 

5135.118 | 19473.749 | Fe I  | 33695.397 - 53169.146 | 3d7.(4F).4p y 5F*                   | 5    | 3d7.(4F).4d f 5G                    | 6    | 0.760 | 3 
5140.894 | 19451.870 | Fe I  | 23711.456 - 43163.326 | 3d6.(5D).4s.4p.(3P*) z 7P*          | 4    | 3d6.(5D).4s (6D).5s e 7D            | 4    | 0.799 | 5 

5135.118 | 19473.749 | Fe I  | 33695.397 - 53169.146 | 3d7.(4F).4p y 5F*                   | 5    | 3d7.(4F).4d f 5G                    | 6    | 0.760 | 3 
5143.171 | 19443.258 | Fe I  | 19552.478 - 38995.736 | 3d6.4s2 a 3P2                       | 1    | 3d7.(4F).4p y 3D*                   | 1    | 0.654 | 1 

5135.118 | 19473.749 | Fe I  | 33695.397 - 53169.146 | 3d7.(4F).4p y 5F*                   | 5    | 3d7.(4F).4d f 5G                    | 6    | 0.760 | 3 
5144.213 | 19439.319 | Ni I  | 29888.477 - 49327.811 | 3d9.(2D).4p 3D2                     | 2    | 3d9.(2D[5/2]).4d [5/2]2             | 2    | 0.598 | 5 

5135.118 | 19473.749 | Fe I  | 33695.397 - 53169.146 | 3d7.(4F).4p y 5F*                   | 5    | 3d7.(4F).4d f 5G                    | 6    | 0.760 | 3 
5147.920 | 19425.321 | Ni I  | 29888.477 - 49313.814 | 3d9.(2D).4p 3D2                     | 2    | 3d9.(2D[5/2]).4d [7/2]3             | 3    | 0.609 | 3 

5137.524 | 19464.629 | Fe I  | 33765.306 - 53229.941 | 3d8 c 3F                            | 2    | 3d7.(2D2).4p v 3P*                  | 1    | 0.193 | 3 
5145.156 | 19435.757 | Fe I  | 17726.988 - 37162.746 | 3d7.(4P).4s a 5P                    | 2    | 3d7.(4F).4p y 3F*                   | 3    | 0.220 | 3 

5137.524 | 19464.629 | Fe I  | 33765.306 - 53229.941 | 3d8 c 3F                            | 2    | 3d7.(2D2).4p v 3P*                  | 1    | 0.193 | 3 
5146.101 | 19432.188 | Cr I  | 21856.929 - 41289.113 | 3d5.(4P).4s a 5P                    | 1    | 3d4.(5D).4s.4p.(1P*) y 5D*          | 1    | 0.204 | 4 

5137.524 | 19464.629 | Fe I  | 33765.306 - 53229.941 | 3d8 c 3F                            | 2    | 3d7.(2D2).4p v 3P*                  | 1    | 0.193 | 3 
5147.551 | 19426.714 | Fe II | 22810.346 - 42237.058 | 3d6.(3Fs).4s b 4F                   | 7/2  | 3d6.(5D).4p z 6F*                   | 7/2  | 0.274 | 4 

5137.524 | 19464.629 | Fe I  | 33765.306 - 53229.941 | 3d8 c 3F                            | 2    | 3d7.(2D2).4p v 3P*                  | 1    | 0.193 | 3 
5147.740 | 19426.001 | Fe I  | 35257.324 - 54683.322 | 3d7.(4F).4p z 5G*                   | 4    | 3d7.(4F).4d f 3F                    | 4    | 0.180 | 5 

5138.510 | 19460.894 | Ni I  | 13521.347 - 32982.260 | 3d8.(1D).4s2 1D                     | 2    | 3d9.(2D).4p 1P*                     | 1    | 0.677 | 2 
5138.813 | 19459.747 | Fe I  | 33695.397 - 53155.145 | 3d7.(4F).4p y 5F*                   | 5    | 3d7.(4F).4d h 5D                    | 4    | 0.689 | 3 

5138.510 | 19460.894 | Ni I  | 13521.347 - 32982.260 | 3d8.(1D).4s2 1D                     | 2    | 3d9.(2D).4p 1P*                     | 1    | 0.677 | 2 
5140.894 | 19451.870 | Fe I  | 23711.456 - 43163.326 | 3d6.(5D).4s.4p.(3P*) z 7P*          | 4    | 3d6.(5D).4s (6D).5s e 7D            | 4    | 0.799 | 5 

5138.510 | 19460.894 | Ni I  | 13521.347 - 32982.260 | 3d8.(1D).4s2 1D                     | 2    | 3d9.(2D).4p 1P*                     | 1    | 0.677 | 2 
5143.171 | 19443.258 | Fe I  | 19552.478 - 38995.736 | 3d6.4s2 a 3P2                       | 1    | 3d7.(4F).4p y 3D*                   | 1    | 0.654 | 1 

5138.510 | 19460.894 | Ni I  | 13521.347 - 32982.260 | 3d8.(1D).4s2 1D                     | 2    | 3d9.(2D).4p 1P*                     | 1    | 0.677 | 2 
5144.213 | 19439.319 | Ni I  | 29888.477 - 49327.811 | 3d9.(2D).4p 3D2                     | 2    | 3d9.(2D[5/2]).4d [5/2]2             | 2    | 0.598 | 5 

5138.510 | 19460.894 | Ni I  | 13521.347 - 32982.260 | 3d8.(1D).4s2 1D                     | 2    | 3d9.(2D).4p 1P*                     | 1    | 0.677 | 2 
5147.920 | 19425.321 | Ni I  | 29888.477 - 49313.814 | 3d9.(2D).4p 3D2                     | 2    | 3d9.(2D[5/2]).4d [7/2]3             | 3    | 0.609 | 3 

5138.510 | 19460.894 | Ni I  | 13521.347 - 32982.260 | 3d8.(1D).4s2 1D                     | 2    | 3d9.(2D).4p 1P*                     | 1    | 0.677 | 2 
5149.476 | 19419.452 | Fe I  | 34547.211 - 53966.662 | 3d7.(4F).4p y 5F*                   | 2    | 3d7.(4F).4d h 5D                    | 3    | 0.581 | 4 

5138.510 | 19460.894 | Ni I  | 13521.347 - 32982.260 | 3d8.(1D).4s2 1D                     | 2    | 3d9.(2D).4p 1P*                     | 1    | 0.677 | 2 
5149.663 | 19418.746 | Fe I  | 34328.752 - 53747.500 | 3d7.(4F).4p y 5F*                   | 3    | 3d7.(4F).4d f 3D                    | 3    | 0.631 | 4 

5138.813 | 19459.747 | Fe I  | 33695.397 - 53155.145 | 3d7.(4F).4p y 5F*                   | 5    | 3d7.(4F).4d h 5D                    | 4    | 0.689 | 3 
5140.894 | 19451.870 | Fe I  | 23711.456 - 43163.326 | 3d6.(5D).4s.4p.(3P*) z 7P*          | 4    | 3d6.(5D).4s (6D).5s e 7D            | 4    | 0.799 | 5 

5138.813 | 19459.747 | Fe I  | 33695.397 - 53155.145 | 3d7.(4F).4p y 5F*                   | 5    | 3d7.(4F).4d h 5D                    | 4    | 0.689 | 3 
5143.171 | 19443.258 | Fe I  | 19552.478 - 38995.736 | 3d6.4s2 a 3P2                       | 1    | 3d7.(4F).4p y 3D*                   | 1    | 0.654 | 1 

5138.813 | 19459.747 | Fe I  | 33695.397 - 53155.145 | 3d7.(4F).4p y 5F*                   | 5    | 3d7.(4F).4d h 5D                    | 4    | 0.689 | 3 
5144.213 | 19439.319 | Ni I  | 29888.477 - 49327.811 | 3d9.(2D).4p 3D2                     | 2    | 3d9.(2D[5/2]).4d [5/2]2             | 2    | 0.598 | 5 

5138.813 | 19459.747 | Fe I  | 33695.397 - 53155.145 | 3d7.(4F).4p y 5F*                   | 5    | 3d7.(4F).4d h 5D                    | 4    | 0.689 | 3 
5147.920 | 19425.321 | Ni I  | 29888.477 - 49313.814 | 3d9.(2D).4p 3D2                     | 2    | 3d9.(2D[5/2]).4d [7/2]3             | 3    | 0.609 | 3 

5138.813 | 19459.747 | Fe I  | 33695.397 - 53155.145 | 3d7.(4F).4p y 5F*                   | 5    | 3d7.(4F).4d h 5D                    | 4    | 0.689 | 3 
5149.476 | 19419.452 | Fe I  | 34547.211 - 53966.662 | 3d7.(4F).4p y 5F*                   | 2    | 3d7.(4F).4d h 5D                    | 3    | 0.581 | 4 

5138.813 | 19459.747 | Fe I  | 33695.397 - 53155.145 | 3d7.(4F).4p y 5F*                   | 5    | 3d7.(4F).4d h 5D                    | 4    | 0.689 | 3 
5149.663 | 19418.746 | Fe I  | 34328.752 - 53747.500 | 3d7.(4F).4p y 5F*                   | 3    | 3d7.(4F).4d f 3D                    | 3    | 0.631 | 4 

5140.894 | 19451.870 | Fe I  | 23711.456 - 43163.326 | 3d6.(5D).4s.4p.(3P*) z 7P*          | 4    | 3d6.(5D).4s (6D).5s e 7D            | 4    | 0.799 | 5 
5143.171 | 19443.258 | Fe I  | 19552.478 - 38995.736 | 3d6.4s2 a 3P2                       | 1    | 3d7.(4F).4p y 3D*                   | 1    | 0.654 | 1 

5140.894 | 19451.870 | Fe I  | 23711.456 - 43163.326 | 3d6.(5D).4s.4p.(3P*) z 7P*          | 4    | 3d6.(5D).4s (6D).5s e 7D            | 4    | 0.799 | 5 
5147.920 | 19425.321 | Ni I  | 29888.477 - 49313.814 | 3d9.(2D).4p 3D2                     | 2    | 3d9.(2D[5/2]).4d [7/2]3             | 3    | 0.609 | 3 

5140.894 | 19451.870 | Fe I  | 23711.456 - 43163.326 | 3d6.(5D).4s.4p.(3P*) z 7P*          | 4    | 3d6.(5D).4s (6D).5s e 7D            | 4    | 0.799 | 5 
5149.663 | 19418.746 | Fe I  | 34328.752 - 53747.500 | 3d7.(4F).4p y 5F*                   | 3    | 3d7.(4F).4d f 3D                    | 3    | 0.631 | 4 

5143.171 | 19443.258 | Fe I  | 19552.478 - 38995.736 | 3d6.4s2 a 3P2                       | 1    | 3d7.(4F).4p y 3D*                   | 1    | 0.654 | 1 
5144.213 | 19439.319 | Ni I  | 29888.477 - 49327.811 | 3d9.(2D).4p 3D2                     | 2    | 3d9.(2D[5/2]).4d [5/2]2             | 2    | 0.598 | 5 

5143.171 | 19443.258 | Fe I  | 19552.478 - 38995.736 | 3d6.4s2 a 3P2                       | 1    | 3d7.(4F).4p y 3D*                   | 1    | 0.654 | 1 
5147.920 | 19425.321 | Ni I  | 29888.477 - 49313.814 | 3d9.(2D).4p 3D2                     | 2    | 3d9.(2D[5/2]).4d [7/2]3             | 3    | 0.609 | 3 

5143.171 | 19443.258 | Fe I  | 19552.478 - 38995.736 | 3d6.4s2 a 3P2                       | 1    | 3d7.(4F).4p y 3D*                   | 1    | 0.654 | 1 
5149.476 | 19419.452 | Fe I  | 34547.211 - 53966.662 | 3d7.(4F).4p y 5F*                   | 2    | 3d7.(4F).4d h 5D                    | 3    | 0.581 | 4 

5143.171 | 19443.258 | Fe I  | 19552.478 - 38995.736 | 3d6.4s2 a 3P2                       | 1    | 3d7.(4F).4p y 3D*                   | 1    | 0.654 | 1 
5149.663 | 19418.746 | Fe I  | 34328.752 - 53747.500 | 3d7.(4F).4p y 5F*                   | 3    | 3d7.(4F).4d f 3D                    | 3    | 0.631 | 4 

5144.213 | 19439.319 | Ni I  | 29888.477 - 49327.811 | 3d9.(2D).4p 3D2                     | 2    | 3d9.(2D[5/2]).4d [5/2]2             | 2    | 0.598 | 5 
5147.920 | 19425.321 | Ni I  | 29888.477 - 49313.814 | 3d9.(2D).4p 3D2                     | 2    | 3d9.(2D[5/2]).4d [7/2]3             | 3    | 0.609 | 3 

5144.213 | 19439.319 | Ni I  | 29888.477 - 49327.811 | 3d9.(2D).4p 3D2                     | 2    | 3d9.(2D[5/2]).4d [5/2]2             | 2    | 0.598 | 5 
5149.476 | 19419.452 | Fe I  | 34547.211 - 53966.662 | 3d7.(4F).4p y 5F*                   | 2    | 3d7.(4F).4d h 5D                    | 3    | 0.581 | 4 

5144.213 | 19439.319 | Ni I  | 29888.477 - 49327.811 | 3d9.(2D).4p 3D2                     | 2    | 3d9.(2D[5/2]).4d [5/2]2             | 2    | 0.598 | 5 
5149.663 | 19418.746 | Fe I  | 34328.752 - 53747.500 | 3d7.(4F).4p y 5F*                   | 3    | 3d7.(4F).4d f 3D                    | 3    | 0.631 | 4 

5145.156 | 19435.757 | Fe I  | 17726.988 - 37162.746 | 3d7.(4P).4s a 5P                    | 2    | 3d7.(4F).4p y 3F*                   | 3    | 0.220 | 3 
5146.101 | 19432.188 | Cr I  | 21856.929 - 41289.113 | 3d5.(4P).4s a 5P                    | 1    | 3d4.(5D).4s.4p.(1P*) y 5D*          | 1    | 0.204 | 4 

