# CCD boundaries included
379.012,379.281
379.575,379.844
380.117,380.386
380.636,380.905
381.381,381.651
381.947,382.218
382.492,382.763
383.015,383.285
383.779,384.051
384.349,384.621
384.897,385.169
385.423,385.695
386.207,386.481
386.781,387.055
387.333,387.607
387.862,388.136
388.667,388.943
389.244,389.520
389.799,390.075
390.332,390.608
391.157,391.435
391.739,392.016
392.298,392.575
392.834,393.111
393.680,393.960
394.266,394.545
394.828,395.107
395.368,395.647
396.236,396.662
396.825,397.673
397.935,398.630
398.736,399.136
399.180,399.860
399.988,400.271
400.535,400.818
401.449,401.734
402.045,402.331
402.619,402.904
403.170,403.455
404.107,404.394
404.707,404.994
405.285,405.572
405.839,406.126
406.800,407.089
407.405,407.694
407.986,408.275
408.544,408.833
409.530,409.821
410.139,410.429
410.724,411.015
411.286,411.576
412.296,412.589
412.909,413.202
413.499,413.791
414.064,414.357
415.100,415.395
415.718,416.012
416.311,416.606
416.880,417.175
417.943,418.240
418.564,418.861
419.162,419.459
419.735,420.032
420.824,421.123
421.450,421.749
422.052,422.351
422.629,422.928
423.746,424.047
424.376,424.677
424.982,425.283
425.564,425.865
426.709,427.012
427.343,427.646
427.954,428.257
428.539,428.842
429.100,429.396
429.713,430.018
430.352,430.657
430.967,431.272
431.557,431.862
432.122,432.426
432.760,433.067
433.404,433.711
434.023,434.330
434.617,434.924
435.186,435.493
435.850,436.160
436.499,436.808
437.122,437.432
437.720,438.030
438.294,438.603
438.985,439.297
439.638,439.950
440.266,440.578
440.869,442.069
442.122,446.660
446.692,447.284
447.304,448.291
448.666,448.985
449.334,449.653
449.976,450.294
450.592,450.910
451.182,451.611
451.989,452.310
452.662,452.983
453.308,453.629
453.929,454.250
454.524,454.980
455.361,455.685
456.039,456.362
456.691,457.014
457.316,457.639
457.915,458.401
458.784,459.110
459.467,459.793
460.124,460.449
460.754,461.079
461.357,461.872
462.259,462.587
462.947,463.275
463.609,463.937
464.244,464.572
464.852,465.397
465.787,466.117
466.480,466.811
466.987,467.674
467.787,468.117
468.400,468.976
469.038,470.495
470.739,471.905
472.002,472.611
472.680,473.638
473.711,474.047
474.388,474.724
475.038,475.373
475.660,476.302
476.701,477.039
477.411,477.749
478.093,478.432
478.748,479.086
479.375,480.051
480.453,480.795
481.169,481.510
481.857,482.198
482.517,482.858
483.149,483.490
483.516,483.860
484.265,486.024
486.346,486.804
486.863,488.083
488.139,489.911
490.235,490.629
490.878,491.224
491.313,491.662
492.074,492.424
492.807,493.157
493.512,493.861
494.188,494.537
494.836,495.185
495.306,495.658
496.074,496.426
496.813,497.165
497.523,497.875
498.205,498.557
498.858,499.210
499.365,499.720
499.948,500.573
500.870,513.108
513.508,513.872
514.243,514.607
514.948,515.311
515.623,515.987
516.288,516.655
517.088,517.455
517.859,518.226
518.600,518.967
519.310,519.678
519.992,520.358
520.699,521.070
521.506,521.877
522.284,522.654
523.031,525.656
526.001,526.504
526.602,527.437
527.539,528.029
528.262,529.390
529.406,530.089
530.330,533.992
534.395,534.775
535.223,535.604
536.021,536.401
536.788,537.313
537.525,537.905
537.987,551.935
552.048,552.438
552.772,553.162
553.820,554.214
554.679,555.073
555.506,555.900
556.302,556.695
557.065,557.458
557.796,558.189
558.899,559.297
559.766,560.164
560.601,561.314
561.403,562.134
562.174,562.571
562.912,563.309
564.072,564.473
564.895,565.349
565.790,604.864
604.989,605.418
605.855,606.284
606.687,607.115
607.483,607.912
608.245,608.674
609.180,609.614
610.126,610.559
611.036,611.469
611.911,612.345
612.751,613.184
613.556,613.989
614.325,614.758
615.331,615.769
616.286,616.724
617.206,617.644
618.090,618.528
618.938,619.376
619.751,620.189
620.528,620.966
621.608,622.050
622.573,623.015
623.502,623.944
624.395,667.709
667.725,668.195
668.316,668.803
669.404,669.880
670.443,670.920
671.444,671.920
672.406,672.882
673.329,673.805
674.214,674.689
675.059,675.535
675.760,676.231
676.839,677.321
677.890,678.371
678.901,679.383
679.624,681.289
681.322,685.203
685.212,692.184
